file,mfcc_1,bandwidth,rolloff,zero_cross,chroma,centroid,rms
genres/disco/disco.00000.wav,0.6004492044448853,2565.714337933429,4888.775343226358,0.09652545382318953,0.4454765021800995,2297.869205004395,0.14218389987945557
genres/disco/disco.00001.wav,3.9820899963378906,2768.043873877296,6522.402264994959,0.1885523173483103,0.4106862246990204,3292.625966945947,0.1772209256887436
genres/disco/disco.00002.wav,1.8085854053497314,3398.440463077854,8074.801288790603,0.153338438950116,0.41207897663116455,3592.1012577762776,0.16132530570030212
genres/disco/disco.00003.wav,6.426866054534912,2720.353315568026,6206.322905441811,0.1495607339559387,0.49503716826438904,3045.7695051132,0.19636447727680206
genres/disco/disco.00004.wav,-0.11565618962049484,3111.695357045901,7195.803613507831,0.16901441959106728,0.3821069300174713,3328.4851237797516,0.11459651589393616
genres/disco/disco.00005.wav,4.891525745391846,2569.3401812668476,5471.916924838362,0.1446281579262452,0.448049932718277,2722.7441876547605,0.20692092180252075
genres/disco/disco.00006.wav,3.3252012729644775,2490.6128872713102,5506.7628086028135,0.16364521401295437,0.4739753305912018,2848.3484036039818,0.19198645651340485
genres/disco/disco.00007.wav,2.8675265312194824,2728.194666882162,6098.076557062065,0.1402915488447409,0.43158039450645447,3098.981629103861,0.1596560925245285
genres/disco/disco.00008.wav,3.181638479232788,2423.623085395676,5445.745412637125,0.1643124669216705,0.4542774260044098,2801.6483406549696,0.1905459761619568
genres/disco/disco.00009.wav,-0.8757283091545105,2623.431121410353,5955.021479843387,0.1706677028953983,0.442017525434494,3016.96214464188,0.11906226724386215
genres/disco/disco.00010.wav,6.239919662475586,2623.9187736469844,5865.000033987094,0.15030263619006187,0.4376908838748932,2877.3249689743534,0.2329629808664322
genres/disco/disco.00011.wav,1.6312687397003174,3007.973384269933,6864.012425681554,0.1309711547757154,0.37345176935195923,3132.8185749336876,0.18895259499549866
genres/disco/disco.00012.wav,4.640326976776123,2613.8319148868522,5710.111999511719,0.1314991138599537,0.4283207356929779,2737.426247323321,0.17565947771072388
genres/disco/disco.00013.wav,2.2577080726623535,3108.9164354770596,7203.938934255365,0.1595289992991106,0.4212251603603363,3391.3829790307273,0.1708529144525528
genres/disco/disco.00014.wav,3.0297486782073975,2812.593397276183,6529.785515280331,0.156306688999613,0.43616458773612976,3087.3869048697566,0.17381517589092255
genres/disco/disco.00015.wav,3.104344606399536,2806.7259624880908,5439.015654455481,0.09022704889307812,0.4149116277694702,2362.1999951747694,0.21597839891910553
genres/disco/disco.00016.wav,5.369169235229492,2562.6578718912633,5334.7809469288795,0.11424808429118774,0.4352490305900574,2520.400966509234,0.20577256381511688
genres/disco/disco.00017.wav,-1.9152531623840332,2669.9292536235307,5388.255249873115,0.12072102486948956,0.4044994115829468,2564.319118061095,0.11612890660762787
genres/disco/disco.00018.wav,2.3383753299713135,3000.391639152534,6836.725377483323,0.14358338771268367,0.36989739537239075,3042.884603420503,0.1388271003961563
genres/disco/disco.00019.wav,2.12630295753479,2143.855211469565,4198.499979607744,0.10365534971964424,0.44504183530807495,2117.530159147441,0.14705120027065277
genres/disco/disco.00020.wav,-0.3042125701904297,2114.1336689428517,4349.140806264501,0.10326298760150812,0.3425062596797943,2116.9272745970575,0.12458623945713043
genres/disco/disco.00021.wav,-0.1885017454624176,3305.0049708845363,7422.285280869344,0.12404534029389018,0.4013673961162567,3248.6133322702376,0.11141668260097504
genres/disco/disco.00022.wav,1.1551772356033325,3249.645635361001,7808.592277225928,0.17288668249709976,0.4365462362766266,3708.0462875354838,0.13689042627811432
genres/disco/disco.00023.wav,2.375046491622925,2934.8962699320996,6730.141850801189,0.15097822409126063,0.4353310167789459,3167.5676546703503,0.17825628817081451
genres/disco/disco.00024.wav,0.20936322212219238,2709.710232952532,5605.452492840052,0.12021650534126063,0.37272709608078003,2624.5953730379574,0.14298009872436523
genres/disco/disco.00025.wav,-4.337642192840576,2575.801114233163,5080.48698974043,0.09966035564095127,0.3580080270767212,2410.1827466667305,0.10791545361280441
genres/disco/disco.00026.wav,2.974297523498535,2969.132679150249,6612.491956387761,0.13159576203596288,0.40127959847450256,3043.4814904722807,0.14307959377765656
genres/disco/disco.00027.wav,2.739708662033081,2990.0664666833413,6346.674306210121,0.10118297745069606,0.48522692918777466,2908.392060756294,0.115638867020607
genres/disco/disco.00028.wav,4.402368068695068,3188.9728778343033,7728.446461263776,0.19837511480085074,0.48311153054237366,3715.2713510692956,0.17258045077323914
genres/disco/disco.00029.wav,0.27662065625190735,3031.5916966449754,6847.691823158352,0.13853592662412992,0.3840029537677765,3074.942777552132,0.1476060152053833
genres/disco/disco.00030.wav,2.083515167236328,3047.7364112328064,6935.373427530452,0.15077543443058777,0.4501512348651886,3167.8337523397327,0.170026496052742
genres/disco/disco.00031.wav,-0.7885222434997559,2898.21506116307,6681.338253154002,0.17375184285576178,0.41721251606941223,3256.7740354745392,0.11577097326517105
genres/disco/disco.00032.wav,-2.4136507511138916,2449.159840250454,4958.057490302349,0.12325117519818252,0.3683449625968933,2446.9190771478084,0.111073337495327
genres/disco/disco.00033.wav,5.129284858703613,2387.5784088134096,5023.239978338892,0.1244871725154679,0.39188721776008606,2450.0500752194566,0.1570010632276535
genres/disco/disco.00034.wav,-0.15967899560928345,3234.1223835329497,7835.279793086572,0.18081285044470224,0.3576630651950836,3653.609029284893,0.12290351837873459
genres/disco/disco.00035.wav,0.7998733520507812,3229.512746044019,7702.858088022042,0.17633637253480278,0.40230754017829895,3623.3629168535454,0.15257477760314941
