file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,bandwidth,rolloff,zero_cross,chroma,centroid,rms
genres/blues/blues.00000.wav,-113.57064819335938,121.57179260253906,-19.168142318725586,42.36642074584961,-6.364664077758789,18.623498916625977,-13.704891204833984,15.34315013885498,-12.274109840393066,10.976572036743164,2002.4490601176958,3805.8396058403423,0.08304482066898686,0.35008811950683594,1784.1658495387549,0.1302279233932495
genres/blues/blues.00001.wav,-207.50169372558594,123.99126434326172,8.955126762390137,35.87765121459961,2.9073195457458496,21.510465621948242,-8.560436248779297,23.370685577392578,-10.099660873413086,11.900497436523438,2039.0365160924296,3550.5220984084976,0.05603980870552978,0.3409135639667511,1530.1766787460795,0.09594780951738358
genres/blues/blues.00002.wav,-90.72259521484375,140.44630432128906,-29.093889236450195,31.68433380126953,-13.984503746032715,25.764741897583008,-13.664875030517578,11.639933586120605,-11.783641815185547,9.71876049041748,1747.7023116676032,3042.2602323810906,0.07629120746326373,0.36363720893859863,1552.811864761004,0.17557041347026825
genres/blues/blues.00003.wav,-199.54420471191406,150.09091186523438,5.662678241729736,26.859079360961914,1.7713992595672607,14.234030723571777,-4.832006454467773,9.286495208740234,-0.7591865062713623,8.137606620788574,1596.4128721770285,2184.7457991951856,0.03330886262567672,0.4047847092151642,1070.1066149971296,0.14109300076961517
genres/blues/blues.00004.wav,-160.33770751953125,126.21963500976562,-35.58781051635742,22.1480712890625,-32.47860336303711,10.852293968200684,-23.352331161499023,0.4984334707260132,-11.793437004089355,1.2072550058364868,1748.1721158264975,3579.757626703886,0.10146053871809745,0.30852603912353516,1835.004265512071,0.09152871370315552
genres/blues/blues.00005.wav,-177.7742462158203,118.20548248291016,-17.565879821777344,30.762401580810547,-21.747838973999023,11.920992851257324,-20.730993270874023,3.186577796936035,-8.586038589477539,-0.9328521490097046,1729.6532869429993,3481.5175917198376,0.09404153373936582,0.3024562895298004,1831.993939606849,0.10349363833665848
genres/blues/blues.00006.wav,-190.0523681640625,130.28907775878906,-36.36953353881836,33.02903366088867,11.108782768249512,-0.6055837273597717,-20.871854782104492,0.27302470803260803,-6.486140251159668,-5.516767501831055,1389.009131184951,2795.610963330191,0.07305223740815932,0.29132798314094543,1459.366471695765,0.14187414944171906
genres/blues/blues.00007.wav,-179.34713745117188,136.46900939941406,-26.673137664794922,39.984249114990234,5.304416179656982,10.928611755371094,-20.56482696533203,8.511157035827637,-11.35724925994873,-3.46834659576416,1577.2709414206088,2954.836759987674,0.061442246108855375,0.3079547882080078,1451.6670658428156,0.13182218372821808
genres/blues/blues.00008.wav,-121.36394500732422,122.50666809082031,-14.738195419311523,46.131065368652344,-8.181879043579102,20.18296241760254,-19.173377990722656,23.039138793945312,-11.838223457336426,21.15999984741211,2031.7403810025385,3782.316288428074,0.06402488761600927,0.40887922048568726,1719.3689480431458,0.14241649210453033
genres/blues/blues.00009.wav,-213.239990234375,115.16560363769531,-11.69343090057373,39.01427459716797,-20.341278076171875,13.077605247497559,-9.173519134521484,9.011446952819824,-14.10063362121582,4.265941143035889,1973.7733063015253,3943.490565182715,0.07917482356921887,0.27395039796829224,1817.150863125721,0.08131366223096848
