file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,bandwidth,rolloff,zero_cross,chroma,centroid,rms
genres/classical/classical.00000.wav,-268.1955261230469,135.6919708251953,-34.0514030456543,25.615514755249023,-12.977584838867188,17.90298843383789,-9.990348815917969,5.630702495574951,-14.142573356628418,7.490303039550781,-3.969332218170166,8.258573532104492,-1.3353266716003418,-0.36505162715911865,1.0393412113189697,3.791384220123291,-0.3207831084728241,1.7729853391647339,0.8892337679862976,-0.8420253396034241,-2.30875563621521,0.1677495390176773,4.218344211578369,0.6962283849716187,-1.085767388343811,-3.4671382904052734,3.254645586013794,-4.134730339050293,-1.1387728452682495,2.3851282596588135,3.77988600730896,-3.8901453018188477,-3.32070255279541,-1.2545276880264282,4.11860990524292,0.5993520021438599,-1.8138248920440674,-1.035047173500061,-1.4708921909332275,-3.8238470554351807,1559.0057403444712,2716.306158008266,0.0982227015661253,0.2523919343948364,1505.1664239695372,0.036244891583919525
genres/classical/classical.00001.wav,-324.0611572265625,133.59457397460938,-25.044692993164062,24.552648544311523,-11.94702434539795,17.667558670043945,-5.524336338043213,1.7110506296157837,-10.577141761779785,-0.8498295545578003,-7.808102607727051,3.5253548622131348,5.04882287979126,1.367479920387268,3.010915994644165,-3.1286888122558594,-4.289846420288086,0.5910098552703857,2.877631425857544,0.3732800781726837,-1.216295599937439,0.7643821835517883,2.2113091945648193,1.055739164352417,5.341073513031006,2.526390314102173,3.4239866733551025,-1.2387950420379639,6.642730712890625,11.356626510620117,-0.9920279383659363,-11.717466354370117,-6.222199440002441,4.233175754547119,7.0115132331848145,5.074305057525635,2.523911237716675,-5.407498359680176,-6.167795658111572,0.7634647488594055,1441.2431338982612,2387.7291296584976,0.08776562802107502,0.21499502658843994,1360.6436715050686,0.030625173822045326
genres/classical/classical.00002.wav,-235.25372314453125,141.1099853515625,-34.67073440551758,30.966611862182617,-16.380020141601562,23.110828399658203,-11.03014850616455,7.6386823654174805,-19.01194190979004,4.219428539276123,-11.827600479125977,8.911826133728027,-1.4316377639770508,4.288130283355713,1.4751918315887451,3.1715612411499023,-1.3094326257705688,2.9451777935028076,-1.6550270318984985,-2.896193027496338,-3.5398101806640625,0.8122842907905579,2.9942240715026855,0.36647599935531616,1.3148396015167236,-2.9316909313201904,3.6581223011016846,-0.8839495778083801,-0.23350001871585846,-3.3054144382476807,1.6348797082901,-1.6736457347869873,-1.228264331817627,-3.127260446548462,0.343903124332428,-1.8002091646194458,-2.7036871910095215,-6.031771659851074,-4.193972110748291,1.0194472074508667,1600.1157444641121,2785.2940110208815,0.09004578439191802,0.27795809507369995,1490.2753639425305,0.04385954886674881
genres/classical/classical.00003.wav,-326.861083984375,127.40240478515625,-30.606897354125977,37.45817184448242,-5.300832748413086,20.819963455200195,-1.7748236656188965,-4.613475322723389,-4.044669151306152,5.224090099334717,-0.6530767679214478,2.7940306663513184,7.235352516174316,3.975653648376465,-2.38783597946167,1.4995845556259155,0.5973886847496033,-0.5956836938858032,2.3412585258483887,2.6405348777770996,4.550538539886475,-0.30404919385910034,-1.5845738649368286,0.18212418258190155,1.1933842897415161,-0.03707161173224449,2.091417074203491,0.358063668012619,1.0329160690307617,-2.670727014541626,-6.662307262420654,-2.449782371520996,2.099281072616577,0.24808038771152496,0.1417185366153717,1.4517666101455688,-2.92362117767334,-3.1345715522766113,4.8998122215271,-0.4259987771511078,1499.4393424163538,2916.000387452871,0.10894638498163187,0.23422931134700775,1526.6298823738111,0.029442084953188896
genres/classical/classical.00004.wav,-259.9151306152344,118.95016479492188,-35.61749267578125,31.963695526123047,-16.52582359313965,10.616533279418945,-15.653919219970703,7.417117595672607,-5.822311878204346,8.268571853637695,-17.98200225830078,-1.185532569885254,-6.355772495269775,2.7489888668060303,-2.5851943492889404,4.4033284187316895,-4.125298500061035,-4.7877702713012695,-4.774069309234619,-4.6037278175354,6.588085651397705,4.766327381134033,3.674421787261963,0.3714340031147003,3.283811569213867,4.296852111816406,9.097978591918945,6.102888107299805,3.9591429233551025,-5.265429973602295,2.3078858852386475,8.144088745117188,3.5392773151397705,-2.501871347427368,-1.9731457233428955,-2.7130653858184814,-1.581916093826294,-2.8116211891174316,2.303213596343994,4.2190728187561035,1646.064010327941,3174.931742586282,0.11285716659416087,0.22157375514507294,1705.5632594748913,0.042316313832998276
genres/classical/classical.00005.wav,-264.29302978515625,138.1752166748047,-30.083683013916016,37.823177337646484,-7.171176910400391,6.760847091674805,-11.79360580444336,4.7053141593933105,-9.814957618713379,5.850406169891357,-9.559946060180664,2.679333209991455,-4.782588481903076,-1.4096683263778687,-2.0939719676971436,2.974851369857788,3.3587772846221924,4.813419342041016,1.7581113576889038,-1.8308477401733398,0.02296970598399639,2.9178049564361572,3.5698254108428955,0.05891638994216919,-1.2099730968475342,-2.5546762943267822,-0.611285924911499,-2.236246347427368,0.8778785467147827,-3.090038299560547,-1.3515777587890625,0.8127050399780273,6.797908782958984,1.3389744758605957,1.132285714149475,-0.7761804461479187,-4.083957195281982,-4.660118103027344,1.1057285070419312,1.2223641872406006,1558.1129466265593,2835.996127737094,0.07521004024071926,0.2685302495956421,1431.0551928724476,0.043262235820293427
genres/classical/classical.00006.wav,-295.7745666503906,134.53883361816406,-22.429553985595703,40.744117736816406,-5.875274181365967,9.255605697631836,-11.864521026611328,6.286139965057373,-8.856302261352539,4.393895149230957,-9.372190475463867,4.062892913818359,1.6453909873962402,5.135507106781006,5.4291534423828125,2.268207311630249,-1.8295351266860962,-2.9274582862854004,0.1395382434129715,3.2019546031951904,3.632091999053955,-3.3344359397888184,-2.8295302391052246,-0.01875455118715763,3.4377496242523193,-1.0569939613342285,3.273189067840576,4.706936836242676,3.1871933937072754,-7.067214488983154,-7.527963161468506,0.46106457710266113,3.9489214420318604,-2.2584402561187744,0.5382317304611206,0.5752002596855164,-1.7831177711486816,-1.3451669216156006,5.156692981719971,8.515754699707031,1579.2133273157162,2737.714458562935,0.07290118365719257,0.26147446036338806,1372.6378004260011,0.03321557119488716
genres/classical/classical.00007.wav,-286.74188232421875,135.93319702148438,-24.439380645751953,36.6453742980957,-6.230931758880615,6.949923515319824,-8.159003257751465,3.831786632537842,-4.3918585777282715,6.4254655838012695,-4.124999523162842,1.5406855344772339,-4.340679168701172,-3.0239851474761963,-0.011628967709839344,5.63614559173584,3.431849718093872,2.8294870853424072,1.1040422916412354,-0.29290756583213806,2.2059807777404785,3.871835470199585,4.955939769744873,-0.02461210824549198,-1.184632420539856,-5.440804481506348,-3.1242105960845947,-4.1667399406433105,2.9018523693084717,4.50687837600708,0.8193637132644653,-0.2171839475631714,1.2771587371826172,0.11864422261714935,1.828061580657959,-0.25444933772087097,-1.2210341691970825,-5.820655345916748,-6.65115213394165,-0.9838613271713257,1516.24077188961,2667.719058149652,0.07312700901488786,0.27653801441192627,1358.8507735998005,0.040911510586738586
genres/classical/classical.00008.wav,-292.06036376953125,127.76256561279297,-29.894201278686523,37.42157745361328,-9.5501708984375,5.111379623413086,-13.812787055969238,7.028453826904297,-7.025753974914551,6.496709823608398,-9.902276992797852,4.70631217956543,0.36921703815460205,1.4627022743225098,3.4074342250823975,6.078481674194336,0.9592064023017883,-0.7609344124794006,-2.1104586124420166,0.7547229528427124,1.5457236766815186,-2.365278959274292,-0.2446441948413849,-2.0669941902160645,1.0919491052627563,0.7435135245323181,3.917372941970825,0.47810664772987366,2.154356002807617,1.6100834608078003,4.40317964553833,2.708357095718384,-1.071492075920105,-4.117671966552734,-2.269423723220825,-2.7479429244995117,-1.9687211513519287,0.19901558756828308,2.1840834617614746,-1.2326258420944214,1629.7564323591969,2974.121716846723,0.07877792983855375,0.2547534108161926,1516.83111776797,0.03404487669467926
genres/classical/classical.00009.wav,-356.10589599609375,139.8126678466797,-6.2785773277282715,43.17738723754883,-8.851787567138672,11.047903060913086,-8.375142097473145,4.419640064239502,-8.284428596496582,8.676264762878418,-8.135021209716797,3.428734302520752,-1.4394304752349854,-0.4229745864868164,-1.727986216545105,-0.28991934657096863,-0.6608425974845886,1.1603195667266846,-0.6185107827186584,-0.2540334165096283,1.674539566040039,1.6760172843933105,3.7493507862091064,2.5653979778289795,4.318074703216553,-1.5782829523086548,-2.7938942909240723,-2.3382630348205566,5.714230537414551,1.846911907196045,-2.2752315998077393,-0.5735291242599487,3.3950934410095215,-0.5173211693763733,0.5821541547775269,-0.9750946164131165,-1.8985028266906738,-1.2422462701797485,2.7738053798675537,-4.424796104431152,1582.8265880943743,2560.00308149652,0.056246752344354216,0.2705242931842804,1216.1877859259905,0.02380259521305561
