file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,bandwidth,rolloff,zero_cross,chroma,centroid,rms,tempo
genres/jazz/jazz.00000.wav,-252.07318115234375,137.9031982421875,-11.130972862243652,8.365116119384766,0.7300727963447571,1.59043288230896,-3.7294294834136963,-4.1325154304504395,-5.49907112121582,-2.634166955947876,-3.537999153137207,-3.1476900577545166,-1.8493626117706299,-1.0018798112869263,-2.5804286003112793,-1.9574203491210938,-1.5034334659576416,0.2219485640525818,-1.9914852380752563,-3.3538260459899902,1754.216081817947,2799.2830988979117,0.07841653373936582,0.344511479139328,1503.86948562535,0.04674655199050903,123.046875
genres/jazz/jazz.00001.wav,-345.7215270996094,146.97283935546875,-0.523528516292572,22.641023635864258,5.81040096282959,10.366902351379395,-0.14916515350341797,-1.714682936668396,-6.115182876586914,-0.5192581415176392,1.0352264642715454,1.2212328910827637,-1.9301191568374634,-5.546113967895508,-4.405113220214844,-2.589094877243042,-5.185926914215088,-5.420732498168945,-3.1130199432373047,-0.798191249370575,1691.4367179146532,2410.8277783316416,0.059293884135730855,0.3279922306537628,1266.582863440184,0.02279501035809517,135.99917763157896
genres/jazz/jazz.00002.wav,-256.9590148925781,175.3587646484375,-44.82228469848633,25.650615692138672,-4.255734920501709,-0.2227637767791748,-11.312748908996582,-9.189111709594727,-4.0953593254089355,-8.308259963989258,-22.548215866088867,-7.608587265014648,-7.6512908935546875,-11.743057250976562,-8.169702529907227,-7.497507572174072,-12.292101860046387,-6.765345573425293,-3.4969890117645264,-8.645325660705566,1050.323423315145,1895.729578288138,0.05785736296403712,0.2677288353443146,1064.6686668934105,0.08084715157747269,107.666015625
genres/jazz/jazz.00003.wav,-297.3196105957031,193.09739685058594,10.208951950073242,-1.628380537033081,3.3884053230285645,9.98655891418457,-7.244643688201904,4.6848931312561035,-5.38333797454834,-2.8617846965789795,-10.222763061523438,0.3698996603488922,-4.964565753936768,3.237330436706543,-4.4731597900390625,-1.8917700052261353,-2.2716457843780518,3.8829054832458496,0.34347856044769287,-2.221775531768799,1058.8923831355382,1416.5533574717228,0.044649978248259864,0.3192540109157562,813.0633337656852,0.05946718156337738,123.046875
genres/jazz/jazz.00004.wav,-270.26434326171875,137.61294555664062,5.667617321014404,42.45900344848633,-7.94635009765625,9.919731140136719,-6.785465717315674,8.242963790893555,-6.182401180267334,5.477772235870361,-5.427682876586914,-5.185213565826416,-6.988831043243408,-3.238631010055542,-2.0097150802612305,4.402397155761719,1.9815925359725952,4.976830959320068,6.577828884124756,-2.425600051879883,1421.998044127939,1837.4583658098898,0.04775035648685228,0.1719392091035843,1039.2631060713047,0.10877612978219986,95.703125
genres/jazz/jazz.00005.wav,-246.23489379882812,120.19255065917969,-0.9656107425689697,30.689922332763672,0.1807248592376709,23.15737533569336,0.44727808237075806,9.164931297302246,-0.5558275580406189,5.710788726806641,-3.751720905303955,4.221992492675781,-0.27857446670532227,7.450376033782959,0.7110058665275574,7.082913398742676,0.8887734413146973,0.9791519641876221,1.7293107509613037,-1.356182336807251,1546.2374388069793,2486.6269848462875,0.057875111779775716,0.24818965792655945,1268.3253084834037,0.10756512731313705,107.666015625
genres/jazz/jazz.00006.wav,-234.35919189453125,142.73464965820312,-14.274724006652832,51.951011657714844,-8.182988166809082,12.759842872619629,-4.2694196701049805,12.074121475219727,-13.695992469787598,-1.5666171312332153,-3.968916177749634,4.919240474700928,-3.942622184753418,2.187675714492798,-6.672731399536133,-9.7670316696167,-4.474716663360596,-5.543733596801758,-1.1649924516677856,-1.0990267992019653,1459.0661504481513,2416.148627827726,0.048039624419953596,0.2748771607875824,1219.4930134440224,0.09862466156482697,135.99917763157896
genres/jazz/jazz.00007.wav,-291.94378662109375,137.73483276367188,2.6662521362304688,35.63228225708008,-12.302241325378418,15.558950424194336,-6.778074741363525,-2.8267107009887695,-3.763538122177124,-3.463128089904785,-1.717848539352417,10.41382122039795,8.311741828918457,5.2097907066345215,0.315225750207901,0.3870110511779785,-1.4656295776367188,-0.7603493332862854,-6.341010093688965,-5.511151313781738,1355.39646179054,1958.1725366154292,0.06482660539926527,0.19723129272460938,1169.7404088557478,0.09382712841033936,99.38401442307692
genres/jazz/jazz.00008.wav,-189.94781494140625,134.41722106933594,-25.641550064086914,45.71974182128906,8.195152282714844,21.436254501342773,-4.5728559494018555,14.384241104125977,-12.655512809753418,10.276115417480469,-7.929920196533203,-1.140201449394226,-5.044783592224121,2.4142558574676514,-5.010563850402832,-2.1567466259002686,-4.238583087921143,1.8449761867523193,-0.4410172998905182,-4.770748615264893,1636.8297313260605,2723.9835026645883,0.04626700865235885,0.3573435842990875,1304.588617282682,0.11854953318834305,107.666015625
genres/jazz/jazz.00009.wav,-296.6900939941406,172.3659210205078,16.885541915893555,18.9259090423584,1.370564579963684,14.395842552185059,1.0138992071151733,9.515990257263184,-7.399952411651611,3.5145721435546875,-7.649578094482422,-0.10913237184286118,-7.932107448577881,-3.188265562057495,-8.081090927124023,-4.066512584686279,-0.8356149792671204,-3.8711228370666504,-2.8217668533325195,-6.9242963790893555,1211.1480394591904,1133.5491136165892,0.03168654534029389,0.26719218492507935,749.3539043727624,0.08535753935575485,112.34714673913044
