file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,bandwidth,rolloff,zero_cross,chroma,centroid,rms
genres/pop/pop.00000.wav,-94.4774398803711,55.655704498291016,29.27738380432129,27.055038452148438,20.058979034423828,1.1853249073028564,12.943341255187988,-0.7949456572532654,8.872692108154297,-0.6816246509552002,-5.346005916595459,2.202065944671631,-4.618988990783691,-0.9906858205795288,-1.493949294090271,3.1171579360961914,2.514723062515259,4.111930847167969,9.18106460571289,4.741254806518555,3409.775604549814,7952.938014338022,0.1267201245891338,0.38963139057159424,3421.887738231055,0.1859171986579895
genres/pop/pop.00001.wav,-59.14175033569336,45.278076171875,36.84126663208008,15.69275951385498,15.667404174804688,1.682377576828003,7.3091044425964355,8.831474304199219,5.851649284362793,8.013450622558594,-2.256030797958374,1.9182459115982056,-0.9173867106437683,0.03602568060159683,0.09156675636768341,-0.8400626182556152,5.566532135009766,3.822951316833496,5.576165199279785,4.92708158493042,3431.8562644188282,8072.977711263776,0.14939442551237433,0.41299307346343994,3702.1051113435383,0.2625790238380432
genres/pop/pop.00002.wav,-59.56503677368164,62.96931838989258,31.13347625732422,16.929378509521484,8.885163307189941,10.805135726928711,10.556962013244629,5.164029598236084,5.386290550231934,6.145824909210205,2.265177011489868,4.245294094085693,4.119544506072998,5.728287220001221,5.066205978393555,5.670273780822754,1.4151073694229126,2.811311721801758,-1.4103392362594604,-3.3865504264831543,3269.678965875271,7424.433605079032,0.11886608480761794,0.4177713096141815,3214.086840224995,0.2151719182729721
genres/pop/pop.00003.wav,-125.87837219238281,126.62882232666016,-23.190065383911133,36.25013732910156,20.952167510986328,-1.1985384225845337,16.505041122436523,-3.659069299697876,6.528484344482422,9.339898109436035,-6.404712200164795,3.8763601779937744,-7.953990459442139,2.051464796066284,-2.337672472000122,-1.4777244329452515,4.753404140472412,-3.5100767612457275,4.904540061950684,-3.2116549015045166,2066.669705239984,3670.803273636891,0.08532308886794276,0.40981200337409973,1836.9566906485368,0.12942175567150116
genres/pop/pop.00004.wav,-20.897735595703125,83.23895263671875,5.046143054962158,16.362436294555664,9.404126167297363,-0.5634061098098755,4.042762756347656,6.208808898925781,9.12296199798584,5.869026184082031,-3.4980664253234863,-0.6332530379295349,-3.1704061031341553,1.5488603115081787,-0.9168190360069275,-2.9598817825317383,-1.3294426202774048,-0.874239981174469,0.6919946074485779,-1.774849534034729,2861.501506792945,5986.68011800319,0.12370886806361175,0.384295791387558,2753.1207913397066,0.2111753672361374
genres/pop/pop.00005.wav,-113.54022979736328,90.02792358398438,-5.533843517303467,25.576976776123047,2.6306354999542236,3.182215690612793,1.1369236707687378,6.1472368240356445,2.814769983291626,-1.8445305824279785,-7.121129989624023,-3.4434330463409424,-5.923429012298584,-4.351327419281006,-4.948929309844971,-4.374723434448242,-3.306213855743408,-5.429772853851318,-0.5669184327125549,-2.1693546772003174,2436.032087862001,4747.105375851943,0.10673155935808198,0.32321903109550476,2289.8507818925104,0.13968993723392487
genres/pop/pop.00006.wav,-169.06431579589844,94.66462707519531,24.480215072631836,27.37761878967285,11.63002872467041,14.898478507995605,4.251136779785156,12.379402160644531,10.704941749572754,5.1254448890686035,-0.34123966097831726,1.2530710697174072,-4.145343780517578,-3.1096930503845215,0.30487141013145447,-3.551391124725342,-2.807603597640991,-5.764666557312012,-5.210794925689697,-0.08426117897033691,2673.5955048450155,4977.775442738544,0.06768001075502707,0.37448450922966003,2125.0853874551503,0.09398965537548065
genres/pop/pop.00007.wav,-224.35223388671875,107.34815216064453,-1.589530348777771,13.886002540588379,8.120070457458496,-9.368736267089844,8.117420196533203,9.288799285888672,9.098779678344727,6.026246547698975,-6.656484127044678,2.0686099529266357,6.185360908508301,8.314238548278809,7.566980361938477,2.0594065189361572,4.553184986114502,1.224535346031189,-1.6464039087295532,-3.71451473236084,2326.177578238403,4125.765049485209,0.08230050331109823,0.25165101885795593,1967.7656068674157,0.08436691761016846
genres/pop/pop.00008.wav,-52.44399642944336,74.0455322265625,12.739832878112793,24.4803409576416,21.084407806396484,1.9083900451660156,6.810069561004639,4.73792839050293,8.409786224365234,8.242816925048828,-2.2756495475769043,-1.2036893367767334,-2.6922662258148193,0.26541608572006226,-1.0479880571365356,-0.8320645093917847,-1.2408050298690796,-2.330702304840088,3.8010568618774414,0.2973254323005676,3009.484826931914,6428.851870649652,0.12125651041666667,0.40380001068115234,2884.5679581951435,0.19558292627334595
genres/pop/pop.00009.wav,-35.249176025390625,61.25497817993164,14.055295944213867,28.668041229248047,4.332963943481445,-1.3678035736083984,-0.7918457388877869,5.1260271072387695,5.354616165161133,1.2288203239440918,-7.258694648742676,-0.5163419842720032,0.2138325423002243,-1.3000596761703491,-0.10784859955310822,-1.2475892305374146,-2.5215535163879395,0.5749949812889099,1.5694921016693115,-1.723137378692627,3026.219550558377,6952.468425989704,0.1727420485305491,0.4545925557613373,3279.471504365256,0.15974996984004974
genres/pop/pop.00010.wav,-111.16549682617188,103.18070983886719,10.89493465423584,34.35484313964844,22.330909729003906,17.87166404724121,6.811329364776611,6.3393754959106445,5.490728378295898,0.6110568642616272,0.3298884630203247,3.82800030708313,2.0350289344787598,-5.5216450691223145,1.1972564458847046,0.39960992336273193,0.34251201152801514,1.6799750328063965,-4.06046199798584,-6.39962100982666,2419.8304263441278,4189.565282410093,0.06617287195475638,0.3779938220977783,1900.2750336540544,0.184090718626976
genres/pop/pop.00011.wav,-240.64955139160156,97.15609741210938,0.42434266209602356,-0.25940653681755066,-10.465863227844238,-15.743002891540527,1.392611026763916,-17.874725341796875,-9.086840629577637,-8.755207061767578,-14.258833885192871,-5.502763748168945,-8.367817878723145,-9.312185287475586,-3.1657447814941406,1.7625466585159302,1.581539273262024,5.624928951263428,4.963059425354004,3.71199893951416,2579.3557548205536,4625.267081913428,0.08708475323859242,0.22568029165267944,2199.986802126694,0.055813197046518326
genres/pop/pop.00012.wav,-50.78840255737305,80.22408294677734,-9.301154136657715,20.289772033691406,12.09799575805664,6.7870073318481445,6.281122207641602,3.428860902786255,-3.9579663276672363,2.572070598602295,-5.704004764556885,0.488589346408844,-0.576310396194458,-0.5888246297836304,-3.3983545303344727,-6.7993998527526855,-5.521941661834717,-1.623800277709961,-1.6078332662582397,-1.5082372426986694,2661.733795569298,5533.533592843677,0.12588517498066512,0.38561689853668213,2679.2025783993226,0.164256751537323
genres/pop/pop.00013.wav,-161.5891876220703,85.57363891601562,53.27796936035156,32.20024108886719,27.17443084716797,11.324312210083008,7.906429767608643,8.771122932434082,1.2541922330856323,13.19212532043457,0.07230952382087708,4.828853130340576,3.0947561264038086,2.348037004470825,3.684126138687134,-2.8724989891052246,-2.6174476146698,-3.1530938148498535,-1.191335678100586,-1.4794654846191406,2917.4376298743546,5223.650315853393,0.05164452218677494,0.35618260502815247,2149.8435530205134,0.17310699820518494
genres/pop/pop.00014.wav,-135.29893493652344,107.82218933105469,-13.444283485412598,19.043407440185547,8.816502571105957,12.483908653259277,1.0159924030303955,11.324101448059082,2.5571115016937256,1.2326486110687256,-6.383339881896973,5.873013496398926,2.8893625736236572,1.023715615272522,-1.7739531993865967,-0.50301194190979,-1.0797512531280518,-0.16800332069396973,-0.9004582166671753,-2.138059616088867,2291.1634938897946,4138.69662893344,0.08802619574149265,0.42582225799560547,1997.7080512535226,0.07808966189622879
genres/pop/pop.00015.wav,-45.74795913696289,65.26445007324219,12.931638717651367,14.512701034545898,7.018777370452881,4.411069393157959,6.600704669952393,3.2877891063690186,7.73161506652832,4.052911281585693,3.659088373184204,2.599982500076294,4.048923492431641,2.39672589302063,1.785730242729187,-2.371029853820801,-1.3440930843353271,-2.87648868560791,-0.8431094288825989,-2.5950138568878174,3125.941264017169,7020.357136383411,0.1415838136842614,0.3868449330329895,3207.60813767593,0.1961047500371933
genres/pop/pop.00016.wav,-97.00973510742188,51.838008880615234,18.752639770507812,20.487224578857422,5.610599517822266,3.581936836242676,5.581754207611084,0.7418770790100098,7.3336029052734375,1.6513439416885376,-2.700589656829834,-0.43658706545829773,-1.0813432931900024,-3.448560953140259,-2.473540782928467,-3.3012428283691406,-2.2332570552825928,-2.655442953109741,-2.7471580505371094,0.30041754245758057,3205.232712081499,7496.360831913428,0.1533135150812065,0.38863039016723633,3488.7879371849153,0.1466253697872162
