file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,bandwidth,rolloff,zero_cross,chroma,centroid,rms
genres/reggae/reggae.00000.wav,-159.45460510253906,104.85885620117188,-10.334900856018066,34.65660095214844,-4.978358745574951,2289.5401044933483,4801.329745051479,0.09779937342904099,0.3291369676589966,2133.2003820783343,0.09415439516305923
genres/reggae/reggae.00001.wav,-190.90338134765625,127.4112548828125,-3.781716823577881,26.69951820373535,-12.817380905151367,1995.2014905366873,3574.7865044047276,0.06396975299690642,0.3489600419998169,1638.9074391417607,0.08202048391103745
genres/reggae/reggae.00002.wav,-189.0654296875,110.85826110839844,3.004887342453003,48.37060546875,-6.41466760635376,2103.089978515638,3924.821794337297,0.07510279207753287,0.37853553891181946,1796.8382988303633,0.09248083829879761
genres/reggae/reggae.00003.wav,-201.1873016357422,104.14095306396484,-15.433324813842773,30.819801330566406,14.269035339355469,2107.9115778723212,4153.301902824101,0.08490731341840681,0.3914099335670471,1923.3414635379286,0.09422627836465836
genres/reggae/reggae.00004.wav,-175.55120849609375,104.88621520996094,-15.680850982666016,27.523685455322266,-8.108691215515137,2141.377601633616,4304.667164388776,0.08445301926237432,0.4019632637500763,2009.585992171907,0.10110662132501602
genres/reggae/reggae.00005.wav,-176.73992919921875,116.83321380615234,-21.306896209716797,38.74892044067383,-5.442436218261719,1964.1878611939396,3796.272068953016,0.0730159845079273,0.3647911548614502,1798.364254543586,0.10035885870456696
genres/reggae/reggae.00006.wav,-207.3699188232422,134.70654296875,-9.091635704040527,38.45232009887695,6.3151140213012695,1704.350703635335,2880.253271824246,0.06082141519238206,0.3424016535282135,1417.8371180079043,0.10510431230068207
genres/reggae/reggae.00007.wav,-192.2323760986328,116.5039291381836,-10.94451904296875,29.895706176757812,-0.6606048941612244,2026.2248244688653,3768.876771860499,0.07387510271655066,0.38605859875679016,1754.053045973853,0.09061544388532639
genres/reggae/reggae.00008.wav,-194.51596069335938,118.60054016113281,-6.409203052520752,40.80430603027344,-3.2866315841674805,1963.1328612294574,3655.798311521172,0.06943789878190255,0.3688347041606903,1691.2049386237768,0.1020125225186348
genres/reggae/reggae.00009.wav,-232.5360107421875,131.2326202392578,2.6794192790985107,18.380754470825195,11.350811958312988,1990.7789824965632,3269.7078129531615,0.06057066596577726,0.3831111788749695,1609.7020525109226,0.08670243620872498
genres/reggae/reggae.00010.wav,-233.639404296875,87.54105377197266,-22.235767364501953,52.07014846801758,-8.567041397094727,2036.5555263521314,4426.1807116444315,0.10275318119199536,0.2947898209095001,2149.0491794926206,0.06165899708867073
genres/reggae/reggae.00011.wav,-198.7344207763672,102.4014892578125,-9.989947319030762,30.810209274291992,-3.2878284454345703,2295.668201606518,4557.786386582801,0.07027624709976799,0.4185313582420349,1995.1642434287546,0.07840807735919952
genres/reggae/reggae.00012.wav,-191.16934204101562,96.33598327636719,-17.652023315429688,24.829919815063477,-0.8712047934532166,2303.8254947444216,4920.811543829756,0.11374762845610982,0.4271959960460663,2300.0433924991617,0.0755806416273117
genres/reggae/reggae.00013.wav,-206.4773712158203,122.58879852294922,-0.5635730624198914,29.336166381835938,10.24735164642334,1975.6411497368638,3436.6775689711426,0.07061687330819799,0.3621101975440979,1608.5610274912588,0.11166458576917648
genres/reggae/reggae.00014.wav,-209.56101989746094,105.2450942993164,2.5816619396209717,34.8834342956543,15.329063415527344,2062.8858273561937,3790.9012584287993,0.06409059599767981,0.3951367735862732,1716.2495935517122,0.11424611508846283
genres/reggae/reggae.00015.wav,-157.78785705566406,109.85054016113281,8.465250015258789,41.799888610839844,5.120901107788086,2314.0679515135466,4491.971058856583,0.06818641845514307,0.3585122227668762,1923.059128288561,0.1318986862897873
genres/reggae/reggae.00016.wav,-76.06504821777344,101.08291625976562,-11.607359886169434,46.23532485961914,-11.189788818359375,2303.4496912941327,4853.314194823086,0.07924770700406032,0.41932570934295654,2118.7683462374644,0.18564298748970032
genres/reggae/reggae.00017.wav,-154.82901000976562,110.01798248291016,-18.4261531829834,36.61725997924805,0.5583719611167908,1973.4189031589624,3777.9696789805685,0.07795204345514307,0.42578843235969543,1803.7743780442327,0.13979867100715637
genres/reggae/reggae.00018.wav,-170.8427734375,107.72284698486328,-1.7588562965393066,46.44407272338867,-0.18357090651988983,2124.6711769419503,4220.574427204177,0.07740447360788863,0.39466431736946106,1907.5162410949943,0.10643099993467331
genres/reggae/reggae.00019.wav,-184.57798767089844,106.20770263671875,4.0157151222229,38.71303939819336,8.409506797790527,2068.2620053448472,3840.287734737529,0.0712822650812065,0.3941124677658081,1753.93623984055,0.13868877291679382
genres/reggae/reggae.00020.wav,-177.72802734375,113.60726928710938,2.3423805236816406,35.80998229980469,1.6219173669815063,2046.4237095725919,3594.9291255800463,0.056755803485112145,0.37074193358421326,1637.7409720018807,0.13931038975715637
genres/reggae/reggae.00021.wav,-88.04364013671875,109.4410629272461,-25.16423988342285,40.397403717041016,-8.785122871398926,2120.3410465155625,4323.510798832656,0.09282441814095127,0.39008066058158875,2006.8930962076415,0.15517841279506683
genres/reggae/reggae.00022.wav,-91.42102813720703,98.79695129394531,-23.19011116027832,46.87542724609375,-6.8471198081970215,2227.1872891271264,4552.781956931554,0.07230036736272236,0.45553189516067505,2058.8216214305558,0.18223723769187927
genres/reggae/reggae.00023.wav,-161.74874877929688,78.68983459472656,-19.243244171142578,55.11702346801758,13.192306518554688,2336.461429575173,5050.143991988109,0.12024747136020882,0.42863479256629944,2354.7803333854904,0.10787325352430344
genres/reggae/reggae.00024.wav,-169.1750946044922,110.45037078857422,-8.545039176940918,43.88859939575195,0.3169724643230438,2019.5616981233259,3854.0103637978536,0.07214969124613302,0.34869852662086487,1811.2349342438201,0.12373929470777512
genres/reggae/reggae.00025.wav,-177.26882934570312,110.9980697631836,-15.674948692321777,36.77692413330078,0.05957673117518425,1899.1874349229715,3582.7219810397332,0.07374708466260634,0.3624417185783386,1708.9236968335272,0.12684088945388794
genres/reggae/reggae.00026.wav,-171.5933837890625,99.3521957397461,-8.279227256774902,49.614044189453125,1.0838334560394287,2054.4849873007192,4007.299124945621,0.07454389319895592,0.40287256240844727,1840.8734875865964,0.1343516856431961
genres/reggae/reggae.00027.wav,-177.4975128173828,89.9616470336914,4.610694408416748,40.15260696411133,0.17507804930210114,2318.273849547689,4678.4422695221865,0.08734909730278423,0.4037153124809265,2086.3258101924207,0.12790773808956146
genres/reggae/reggae.00028.wav,-256.2096252441406,104.23046112060547,-7.273622512817383,56.284034729003906,11.040128707885742,1907.1946099767194,3497.280296095563,0.06780765117459396,0.4876892566680908,1640.702890671372,0.07286563515663147
genres/reggae/reggae.00029.wav,-202.05728149414062,111.10881042480469,8.918227195739746,51.83070373535156,1.2965419292449951,2126.793156902725,3734.3037403929816,0.04365755510440835,0.4288545846939087,1585.0377717186575,0.10387440025806427
genres/reggae/reggae.00030.wav,-239.27223205566406,98.959716796875,19.219697952270508,50.7844352722168,2.832822322845459,2188.047407046065,4068.8344579285094,0.07047110643851508,0.4876909554004669,1814.0413745530234,0.08047183603048325
genres/reggae/reggae.00031.wav,-226.40240478515625,103.32617950439453,0.12367960065603256,43.960121154785156,10.618688583374023,2022.422829084345,3541.987089435905,0.05865832547853828,0.4900420904159546,1579.8064471159312,0.09204327315092087
genres/reggae/reggae.00032.wav,-243.79490661621094,123.33629608154297,-15.565516471862793,38.895225524902344,6.50129508972168,1850.4347825442035,3318.9194256634282,0.06583149047757154,0.4869205057621002,1510.6867183689128,0.063911072909832
genres/reggae/reggae.00033.wav,-249.33311462402344,111.49542999267578,11.242323875427246,41.337039947509766,-2.885861873626709,2062.9431421224617,3560.7724360136312,0.059114130172080434,0.44658470153808594,1615.9375128457352,0.07423320412635803
genres/reggae/reggae.00034.wav,-238.91920471191406,132.33087158203125,-0.07544266432523727,41.21905517578125,2.4168174266815186,1746.6323501736913,2826.819952236804,0.04460126341357309,0.47063979506492615,1291.3256533234212,0.08248114585876465
genres/reggae/reggae.00035.wav,-223.3865966796875,114.25413513183594,-4.425038814544678,40.22114944458008,-5.081798553466797,2030.1188209290974,3785.5471015806265,0.06128250676720804,0.458384245634079,1699.0408901101935,0.07324818521738052
genres/reggae/reggae.00036.wav,-236.6470947265625,91.68791198730469,1.882286787033081,45.47764205932617,1.2787270545959473,2166.2806635962074,4118.229261075261,0.0592051400570379,0.4346485435962677,1810.9528625566486,0.07998436689376831
genres/reggae/reggae.00037.wav,-241.79405212402344,97.4948501586914,-3.0859551429748535,45.345611572265625,3.8976528644561768,2068.263789804081,3838.08944949971,0.06325753456109823,0.517600953578949,1709.7580115535982,0.08649235218763351
genres/reggae/reggae.00038.wav,-239.9910125732422,108.75337982177734,-8.22417163848877,32.19755935668945,-8.807085037231445,2000.3556228344296,3693.568848789153,0.06552258555684455,0.3737063705921173,1700.9060671086115,0.07582053542137146
genres/reggae/reggae.00039.wav,-300.4975280761719,99.23313903808594,53.055599212646484,43.241729736328125,18.891565322875977,2137.4244201165034,2646.835348390371,0.025934796137857694,0.5073733925819397,1312.255386924923,0.10382185131311417
genres/reggae/reggae.00040.wav,-296.11846923828125,93.1721420288086,-31.413137435913086,29.50409698486328,-18.939682006835938,1850.49012087194,3838.9554406540024,0.1010474067092034,0.3025429844856262,2032.3811629087336,0.039069078862667084
genres/reggae/reggae.00041.wav,-177.37171936035156,89.6628189086914,9.64188003540039,65.4775390625,-0.9968255758285522,2204.904558870008,4120.144433820331,0.05900574910576179,0.3736555576324463,1930.2323260584533,0.11999257653951645
